"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000040199.2300394","16","havana","exon",71644751,71644855,"-","ENSG00000040199","18","PHLPP2","ensembl_havana","protein_coding","ENST00000564884","5","PHLPP2-203","havana","nonsense_mediated_decay","cds_start_NF","2","7","ENSE00002322953","1",NA,NA,NA,TRUE
"ENSG00000040275.901223","5","havana","exon",169590756,169590829,"+","ENSG00000040275","17","SPDL1","ensembl_havana","protein_coding","ENST00000509785","5","SPDL1-209","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002057640","1",NA,NA,NA,TRUE
"ENSG00000040275.901237","5","havana","exon",169590756,169590829,"+","ENSG00000040275","17","SPDL1","ensembl_havana","protein_coding","ENST00000512028","5","SPDL1-211","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002057640","1",NA,NA,NA,TRUE
"ENSG00000040275.901264","5","havana","exon",169590753,169590829,"+","ENSG00000040275","17","SPDL1","ensembl_havana","protein_coding","ENST00000503871","1","SPDL1-203","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002084009","1",NA,NA,NA,TRUE
"ENSG00000040341.1337708","8","havana","exon",73561411,73561539,"-","ENSG00000040341","18","STAU2","ensembl_havana","protein_coding","ENST00000518981","5","STAU2-205","havana","nonsense_mediated_decay",NA,"2","10","ENSE00002115269","1",NA,NA,NA,TRUE
"ENSG00000040487.32131","1","havana","exon",19325526,19325582,"+","ENSG00000040487","13","SLC66A1","ensembl_havana","protein_coding","ENST00000469076","5","SLC66A1-205","havana","nonsense_mediated_decay",NA,"2","4","ENSE00001818186","1",NA,NA,NA,TRUE
"ENSG00000040487.32174","1","havana","exon",19325526,19325582,"+","ENSG00000040487","13","SLC66A1","ensembl_havana","protein_coding","ENST00000497827","1","SLC66A1-206","havana","nonsense_mediated_decay",NA,"5","4","ENSE00001818186","1",NA,NA,NA,TRUE
"ENSG00000041802.657864","3","havana","exon",194660742,194660886,"-","ENSG00000041802","11","LSG1","ensembl_havana","protein_coding","ENST00000427461","1","LSG1-202","havana","nonsense_mediated_decay",NA,"5","6","ENSE00001697248","1",NA,NA,NA,TRUE
"ENSG00000042088.2056640","14","havana","exon",89964851,89964938,"+","ENSG00000042088","14","TDP1","ensembl_havana","protein_coding","ENST00000554976","5","TDP1-210","havana","nonsense_mediated_decay",NA,"2","4","ENSE00002441572","1",NA,NA,NA,TRUE
"ENSG00000042088.2056877","14","ensembl_havana","exon",89983114,89983276,"+","ENSG00000042088","14","TDP1","ensembl_havana","protein_coding","ENST00000545686","6","TDP1-204","ensembl_havana","nonsense_mediated_decay",NA,"1","8","ENSE00002283291","1",NA,NA,NA,TRUE
"ENSG00000042088.2056983","14","havana","exon",89981463,89981560,"+","ENSG00000042088","14","TDP1","ensembl_havana","protein_coding","ENST00000557782","1","TDP1-217","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00002430141","1",NA,NA,NA,TRUE
"ENSG00000042317.2054399","14","havana","exon",88385638,88386031,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000554168","5","SPATA7-209","havana","nonsense_mediated_decay",NA,"4","1","ENSE00002446713","1",NA,NA,NA,TRUE
"ENSG00000042317.2054419","14","havana","exon",88415205,88415266,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000556870","5","SPATA7-219","havana","nonsense_mediated_decay",NA,"3","4","ENSE00003624015","1",NA,NA,NA,TRUE
"ENSG00000042317.2054438","14","havana","exon",88415205,88415266,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000555534","5","SPATA7-214","havana","nonsense_mediated_decay",NA,"3","5","ENSE00003624015","1",NA,NA,NA,TRUE
"ENSG00000042317.2054504","14","havana","exon",88385673,88386031,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000557724","5","SPATA7-222","havana","nonsense_mediated_decay",NA,"4","1","ENSE00002498682","1",NA,NA,NA,TRUE
"ENSG00000042317.2054522","14","havana","exon",88391598,88391758,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000555715","5","SPATA7-215","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002527887","1",NA,NA,NA,TRUE
"ENSG00000042317.2054532","14","havana","exon",88385673,88386031,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000555356","5","SPATA7-211","havana","nonsense_mediated_decay",NA,"4","1","ENSE00002498682","1",NA,NA,NA,TRUE
"ENSG00000042317.2054562","14","havana","exon",88414674,88414732,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000555515","5","SPATA7-213","havana","nonsense_mediated_decay",NA,"3","5","ENSE00003640612","1",NA,NA,NA,TRUE
"ENSG00000042317.2054640","14","havana","exon",88414674,88414732,"+","ENSG00000042317","17","SPATA7","ensembl_havana","protein_coding","ENST00000553908","5","SPATA7-207","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003640612","1",NA,NA,NA,TRUE
"ENSG00000042429.1620229","11","havana","exon",93794250,93794439,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000638487","1","MED17-214","havana","nonsense_mediated_decay",NA,"5","6","ENSE00003798374","2",NA,NA,NA,TRUE
"ENSG00000042429.1620325","11","havana","exon",93807501,93809876,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000640027","1","MED17-222","havana","nonsense_mediated_decay",NA,"5","10","ENSE00002140636","2",NA,NA,NA,TRUE
"ENSG00000042429.1620437","11","havana","exon",93794250,93794439,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000639457","1","MED17-218","havana","nonsense_mediated_decay",NA,"5","6","ENSE00003798374","2",NA,NA,NA,TRUE
"ENSG00000042429.1620586","11","havana","exon",93794250,93794439,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000638790","1","MED17-216","havana","nonsense_mediated_decay","cds_start_NF","5","6","ENSE00003798374","2",NA,NA,NA,TRUE
"ENSG00000042429.1620603","11","havana","exon",93784749,93784933,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000639523","1","MED17-219","havana","nonsense_mediated_decay","cds_start_NF","5","1","ENSE00002141335","2",NA,NA,NA,TRUE
"ENSG00000042429.1620638","11","havana","exon",93796937,93797719,"+","ENSG00000042429","12","MED17","ensembl_havana","protein_coding","ENST00000640077","1","MED17-223","havana","nonsense_mediated_decay","cds_start_NF","5","5","ENSE00003811148","1",NA,NA,NA,TRUE
"ENSG00000042445.336543","2","havana","exon",85345513,85346094,"-","ENSG00000042445","14","RETSAT","ensembl_havana","protein_coding","ENST00000438611","4","RETSAT-204","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00001828758","1",NA,NA,NA,TRUE
"ENSG00000042813.1091078","7","havana","exon",50092863,50093232,"-","ENSG00000042813","8","ZPBP","ensembl_havana","protein_coding","ENST00000413331","1","ZPBP-202","havana","nonsense_mediated_decay",NA,"3","1","ENSE00001717548","1",NA,NA,NA,TRUE
"ENSG00000042832.1372278","8","havana","exon",132868115,132868254,"+","ENSG00000042832","12","TG","ensembl_havana","protein_coding","ENST00000523901","1","TG-219","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002137742","1",NA,NA,NA,TRUE
"ENSG00000042832.1372625","8","havana","exon",132994716,132994804,"+","ENSG00000042832","12","TG","ensembl_havana","protein_coding","ENST00000522797","1","TG-215","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00003683020","1",NA,NA,NA,TRUE
"ENSG00000042980.1303091","8","havana","exon",24308641,24308768,"+","ENSG00000042980","13","ADAM28","ensembl_havana","protein_coding","ENST00000523379","5","ADAM28-211","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002092935","1",NA,NA,NA,TRUE
"ENSG00000042980.1303118","8","havana","exon",24321315,24321448,"+","ENSG00000042980","13","ADAM28","ensembl_havana","protein_coding","ENST00000520448","5","ADAM28-206","havana","nonsense_mediated_decay",NA,"2","8","ENSE00003543055","1",NA,NA,NA,TRUE
"ENSG00000043143.867465","5","havana","exon",134576768,134577038,"+","ENSG00000043143","20","JADE2","ensembl_havana","protein_coding","ENST00000430087","1","JADE2-205","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00001599601","1",NA,NA,NA,TRUE
"ENSG00000043514.66341","1","havana","exon",39864710,39865667,"-","ENSG00000043514","17","TRIT1","ensembl_havana","protein_coding","ENST00000648678","1","TRIT1-216","havana","nonsense_mediated_decay","cds_start_NF",NA,"2","ENSE00003837770","1",NA,NA,NA,TRUE
"ENSG00000043514.66567","1","havana","exon",39850123,39850261,"-","ENSG00000043514","17","TRIT1","ensembl_havana","protein_coding","ENST00000489945","5","TRIT1-210","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003633956","1",NA,NA,NA,TRUE
"ENSG00000044115.872684","5","havana","exon",138782290,138782403,"+","ENSG00000044115","21","CTNNA1","ensembl_havana","protein_coding","ENST00000519309","5","CTNNA1-215","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002090567","1",NA,NA,NA,TRUE
"ENSG00000044115.872995","5","havana","exon",138891183,138891211,"+","ENSG00000044115","21","CTNNA1","ensembl_havana","protein_coding","ENST00000522052","5","CTNNA1-233","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002107184","1",NA,NA,NA,TRUE
"ENSG00000047249.1326602","8","havana","exon",53806742,53806858,"-","ENSG00000047249","18","ATP6V1H","ensembl_havana","protein_coding","ENST00000522849","1","ATP6V1H-214","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00002093973","1",NA,NA,NA,TRUE
"ENSG00000047346.2128271","15","havana","exon",52587056,52587219,"-","ENSG00000047346","12","FAM214A","ensembl_havana","protein_coding","ENST00000534964","6","FAM214A-203","havana","nonsense_mediated_decay",NA,"2","11","ENSE00002619179","1",NA,NA,NA,TRUE
"ENSG00000047579.928141","6","ensembl_havana","exon",15651313,15651408,"-","ENSG00000047579","19","DTNBP1","ensembl_havana","protein_coding","ENST00000510395","5","DTNBP1-207","ensembl_havana","nonsense_mediated_decay",NA,"2","3","ENSE00002026435","1",NA,NA,NA,TRUE
"ENSG00000047579.928220","6","havana","exon",15524526,15524667,"-","ENSG00000047579","19","DTNBP1","ensembl_havana","protein_coding","ENST00000515875","5","DTNBP1-211","havana","nonsense_mediated_decay",NA,"5","8","ENSE00003604281","1",NA,NA,NA,TRUE
"ENSG00000047579.928231","6","havana","exon",15660383,15660521,"-","ENSG00000047579","19","DTNBP1","ensembl_havana","protein_coding","ENST00000513680","5","DTNBP1-209","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002044611","1",NA,NA,NA,TRUE
"ENSG00000047579.928292","6","havana","exon",15660383,15660521,"-","ENSG00000047579","19","DTNBP1","ensembl_havana","protein_coding","ENST00000506844","1","DTNBP1-205","havana","nonsense_mediated_decay",NA,"1","2","ENSE00002044611","1",NA,NA,NA,TRUE
"ENSG00000047621.1775898","12","havana","exon",4502311,4502482,"-","ENSG00000047621","12","C12orf4","ensembl_havana","protein_coding","ENST00000544258","1","C12orf4-207","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00002238446","1",NA,NA,NA,TRUE
"ENSG00000047648.1194346","X","havana","exon",11148630,11148719,"-","ENSG00000047648","23","ARHGAP6","ensembl_havana","protein_coding","ENST00000495242","5","ARHGAP6-208","havana","nonsense_mediated_decay",NA,"1","12","ENSE00003578050","1",NA,NA,NA,TRUE
"ENSG00000048028.1635850","11","havana","exon",113835207,113835327,"-","ENSG00000048028","11","USP28","ensembl_havana","protein_coding","ENST00000540438","5","USP28-208","havana","nonsense_mediated_decay",NA,"2","6","ENSE00002314022","1",NA,NA,NA,TRUE
"ENSG00000048028.1635974","11","havana","exon",113830867,113830946,"-","ENSG00000048028","11","USP28","ensembl_havana","protein_coding","ENST00000535607","5","USP28-202","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002271228","1",NA,NA,NA,TRUE
"ENSG00000048028.1635991","11","havana","exon",113828844,113828920,"-","ENSG00000048028","11","USP28","ensembl_havana","protein_coding","ENST00000537490","1","USP28-203","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00002232087","1",NA,NA,NA,TRUE
"ENSG00000048052.1065997","7","havana","exon",18585292,18585522,"+","ENSG00000048052","21","HDAC9","ensembl_havana","protein_coding","ENST00000446646","1","HDAC9-216","havana","nonsense_mediated_decay",NA,"4","2","ENSE00001785129","1",NA,NA,NA,TRUE
"ENSG00000048162.906457","5","havana","exon",176386840,176386943,"-","ENSG00000048162","20","NOP16","ensembl_havana","protein_coding","ENST00000502663","5","NOP16-202","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002025625","1",NA,NA,NA,TRUE
"ENSG00000048342.683359","4","havana","exon",15479219,15479328,"+","ENSG00000048342","16","CC2D2A","ensembl_havana","protein_coding","ENST00000511544","5","CC2D2A-209","havana","nonsense_mediated_decay",NA,"1","4","ENSE00003680728","2",NA,NA,NA,TRUE
"ENSG00000048342.683644","4","havana","exon",15563310,15563522,"+","ENSG00000048342","16","CC2D2A","ensembl_havana","protein_coding","ENST00000650860","1","CC2D2A-218","havana","nonsense_mediated_decay",NA,NA,"22","ENSE00003845082","1",NA,NA,NA,TRUE
"ENSG00000048471.2224722","16","havana","exon",12029613,12029734,"+","ENSG00000048471","14","SNX29","ensembl_havana","protein_coding","ENST00000569801","5","SNX29-208","havana","nonsense_mediated_decay",NA,"4","5","ENSE00002583479","1",NA,NA,NA,TRUE
"ENSG00000048540.1798872","12","havana","exon",16600601,16600868,"-","ENSG00000048540","15","LMO3","ensembl_havana","protein_coding","ENST00000396205","6","LMO3-205","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002315953","1",NA,NA,NA,TRUE
"ENSG00000048540.1798946","12","havana","exon",16598792,16598967,"-","ENSG00000048540","15","LMO3","ensembl_havana","protein_coding","ENST00000541764","5","LMO3-227","havana","nonsense_mediated_decay",NA,"1","4","ENSE00002278727","1",NA,NA,NA,TRUE
"ENSG00000048540.1799038","12","havana","exon",16600601,16600868,"-","ENSG00000048540","15","LMO3","ensembl_havana","protein_coding","ENST00000544754","1","LMO3-231","havana","nonsense_mediated_decay",NA,"4","2","ENSE00002315953","1",NA,NA,NA,TRUE
"ENSG00000048707.24562","1","havana","exon",12453839,12453899,"+","ENSG00000048707","15","VPS13D","ensembl_havana","protein_coding","ENST00000645371","1","VPS13D-217","havana","nonsense_mediated_decay","cds_start_NF",NA,"9","ENSE00003827562","1",NA,NA,NA,TRUE
"ENSG00000048707.24581","1","havana","exon",12402568,12402702,"+","ENSG00000048707","15","VPS13D","ensembl_havana","protein_coding","ENST00000466732","2","VPS13D-203","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00001899958","1",NA,NA,NA,TRUE
"ENSG00000049130.1880732","12","havana","exon",88580089,88580301,"-","ENSG00000049130","16","KITLG","ensembl_havana","protein_coding","ENST00000646633","1","KITLG-206","havana","nonsense_mediated_decay",NA,NA,"1","ENSE00003824885","1",NA,NA,NA,TRUE
"ENSG00000049167.818724","5","havana","exon",60924291,60924508,"-","ENSG00000049167","14","ERCC8","ensembl_havana","protein_coding","ENST00000381118","7","ERCC8-202","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003465753","1",NA,NA,NA,TRUE
"ENSG00000049167.818784","5","havana","exon",60924291,60924356,"-","ENSG00000049167","14","ERCC8","ensembl_havana","protein_coding","ENST00000643034","1","ERCC8-209","havana","nonsense_mediated_decay",NA,NA,"3","ENSE00003818918","1",NA,NA,NA,TRUE
"ENSG00000049167.818829","5","havana","exon",60915186,60915286,"-","ENSG00000049167","14","ERCC8","ensembl_havana","protein_coding","ENST00000647431","1","ERCC8-211","havana","nonsense_mediated_decay","cds_start_NF",NA,"5","ENSE00003816382","1",NA,NA,NA,TRUE
"ENSG00000049167.818859","5","havana","exon",60909648,60909957,"-","ENSG00000049167","14","ERCC8","ensembl_havana","protein_coding","ENST00000643708","1","ERCC8-210","havana","nonsense_mediated_decay",NA,NA,"5","ENSE00003820985","1",NA,NA,NA,TRUE
"ENSG00000049167.818891","5","havana","exon",60903567,60903716,"-","ENSG00000049167","14","ERCC8","ensembl_havana","protein_coding","ENST00000647486","1","ERCC8-212","havana","nonsense_mediated_decay","cds_start_NF",NA,"6","ENSE00003826495","1",NA,NA,NA,TRUE
"ENSG00000049192.820362","5","havana","exon",65452133,65452221,"-","ENSG00000049192","15","ADAMTS6","ensembl_havana","protein_coding","ENST00000381052","8","ADAMTS6-202","havana","nonsense_mediated_decay",NA,"2","6","ENSE00003612750","1",NA,NA,NA,TRUE
"ENSG00000049249.17132","1","havana","exon",7936460,7936563,"-","ENSG00000049249","8","TNFRSF9","ensembl_havana","protein_coding","ENST00000492571","1","TNFRSF9-203","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00001874979","1",NA,NA,NA,TRUE
"ENSG00000049283.2435191","17","havana","exon",50536708,50537118,"+","ENSG00000049283","18","EPN3","ensembl_havana","protein_coding","ENST00000512291","5","EPN3-211","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003468481","1",NA,NA,NA,TRUE
"ENSG00000049283.2435214","17","ensembl_havana","exon",50536708,50537118,"+","ENSG00000049283","18","EPN3","ensembl_havana","protein_coding","ENST00000512379","5","EPN3-212","ensembl_havana","nonsense_mediated_decay",NA,"2","3","ENSE00003468481","1",NA,NA,NA,TRUE
"ENSG00000049283.2435239","17","havana","exon",50538120,50538197,"+","ENSG00000049283","18","EPN3","ensembl_havana","protein_coding","ENST00000510045","5","EPN3-208","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002026664","1",NA,NA,NA,TRUE
"ENSG00000049449.1534418","11","havana","exon",32103004,32103158,"+","ENSG00000049449","9","RCN1","ensembl_havana","protein_coding","ENST00000527337","1","RCN1-202","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002170033","1",NA,NA,NA,TRUE
"ENSG00000049449.1534430","11","havana","exon",32104386,32104688,"+","ENSG00000049449","9","RCN1","ensembl_havana","protein_coding","ENST00000528630","1","RCN1-203","havana","nonsense_mediated_decay","cds_start_NF","3","1","ENSE00002164326","1",NA,NA,NA,TRUE
"ENSG00000049540.1103264","7","havana","exon",74035364,74035688,"+","ENSG00000049540","17","ELN","ensembl_havana","protein_coding","ENST00000416107","5","ELN-212","havana","nonsense_mediated_decay",NA,"5","2","ENSE00001707158","1",NA,NA,NA,TRUE
"ENSG00000049540.1103533","7","havana","exon",74043545,74043778,"+","ENSG00000049540","17","ELN","ensembl_havana","protein_coding","ENST00000419398","1","ELN-214","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00001737970","1",NA,NA,NA,TRUE
"ENSG00000049541.1104142","7","havana","exon",74249012,74249220,"-","ENSG00000049541","11","RFC2","ensembl_havana","protein_coding","ENST00000470266","5","RFC2-204","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00003553830","1",NA,NA,NA,TRUE
